level_0,index,date,source,sentence,topic
1013,1045,2015-05-28,https://www.tribuneindia.com/news/community/mps-allocate-funds-but-fail-to-lobby-for-state-s-interests/86280.html,"the mp, nevertheless, participated in a number of debates including, right to fair compensation and transparency in land acquisition, rehabilitation and resettlement (amendment) bill 2015 and the railway budget",lives
1014,1046,2015-05-28,https://www.tribuneindia.com/news/community/mps-allocate-funds-but-fail-to-lobby-for-state-s-interests/86280.html,"despite having its alliance partner ruling at the centre, no thought was spared to develop a special economic zone here, which could have given a boost to the development and generated employment opportunities",lives
1015,1047,2015-05-22,https://www.tribuneindia.com/news/punjab/entry-tax-fallout-sugar-prices-up-by-rs-2-per-kg/83797.html,"with just 9.5 per cent sugar recovery from cane, the sugar mill owners in the state were claiming that the cost of production of sugar was around rs 3,500 per quintal",lives
1016,1048,2015-05-22,https://www.tribuneindia.com/news/punjab/entry-tax-fallout-sugar-prices-up-by-rs-2-per-kg/83797.html,"as a result, the cost of production of sugar in up is around rs 2,800 per quintal, as they were paying farmers just rs 240 per quintal for sugarcane",lives
1017,1049,2019-11-01,https://www.tribuneindia.com/news/punjab/-ngt-order-ignored/854589.html,"on january 31, the four-member principal bench of the ngt had asked a joint committee, comprising members of the central pollution control board, punjab director mining, and punjab state pollution control board (ppcb), to take remedial measures to stop illegal mining and assess damage",lives
1018,1050,2019-09-02,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html, another eight lives have been lost in sangrur in august,lives
1019,1051,2019-09-02,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html, another eight lives were lost in sangrur in august,lives
1020,1052,2019-08-22,https://www.tribuneindia.com/news/punjab/bhakra-water-level-to-be-reduced-by-5-ft/820722.html,"this includes allocation of rs 220 crore for undertaking a study and related works under phase-2 of the dam rehabilitation and improvement project that would cover structural, hydrological, seismic and geo-physical aspects",lives
1021,1053,2019-08-14,https://www.tribuneindia.com/news/punjab/rains-15-below-average-in-state/817448.html,"ush({ });  in 13 districts, the rain has been below average, of which nine districts and some border areas are among those severely affected",lives
1022,1054,2019-08-13,https://www.tribuneindia.com/news/punjab/cotton-growers-rent-boom-sprayers-for-pest-control/817060.html,it costs rs 90 per acre as spraying expenses against rs 150 being spent by the farmers with the help of outsourced manual labour,lives
1023,1055,2019-08-13,https://www.tribuneindia.com/news/punjab/cotton-growers-rent-boom-sprayers-for-pest-control/817060.html," several studies carried in the recent past by agro experts suggest that 40 to 50 per cent of the pesticide is wasted with manual spray, which not only adds to the cost of production, but also is environmentally hazardous and create imbalance in the natural ecosystem",lives
1024,1056,2019-08-13,https://www.tribuneindia.com/news/punjab/cotton-growers-rent-boom-sprayers-for-pest-control/817060.html,"save time, labour   boom sprayers save time, labour and cost of operation as well as reduces drudgery of the spraying operation  the field capacity of the sprayer is approximately 10 acres per hour it costs  rs 90 per acre as spraying expenses against  rs 150 being spent by farmers with the help of outsourced manual labour  ",lives
1025,1057,2019-08-01,https://www.tribuneindia.com/news/punjab/-2-day-session-to-cost-exchequer-rs-3-5-crore/810883.html,‘2-day’ session to cost exchequer rs 3.5 crore,lives
1026,1058,2019-07-22,https://www.tribuneindia.com/news/punjab/-missing-sidhu-posters/805575.html,"with sidhu’s photograph at the centre, the poster says, “upset over not being made the cm, he has gone missing",lives
1027,1059,2019-07-22,https://www.tribuneindia.com/news/punjab/-missing-sidhu-posters/805575.html,he has been missing for the last one and a half month,lives
1028,1060,2019-07-17,https://www.tribuneindia.com/news/punjab/gushing-ghaggar-floods-patiala-villages/803050.html,"now public as well as private property and paddy on hundreds of acres is getting affected,” said mukhtiar singh of maru village",lives
1029,1061,2019-07-17,https://www.tribuneindia.com/news/punjab/gushing-ghaggar-floods-patiala-villages/803050.html,residents said more than 300 people were affected,lives
1030,1062,2019-07-12,https://www.tribuneindia.com/news/punjab/cut-in-coal-supply-costs-state-rs-600-cr-per-year/800611.html,cut in coal supply costs state rs 600 cr per year,lives
1031,1063,2019-07-12,https://www.tribuneindia.com/news/punjab/cut-in-coal-supply-costs-state-rs-600-cr-per-year/800611.html,"ruchika m khanna  tribune news service  chandigarh, july 11  the punjab government is suffering a loss of rs 600 crore each year on account of the union government’s policy of cutting down on the coal allocation to the state",lives
1032,1064,2019-07-04,https://www.tribuneindia.com/news/punjab/mining-ops-shut-sand-prices-soar/796824.html,"at the same time, it will not pose any difficulty to big builders, who use pathankot sand (which is 60-70%costlier as it has more strength).",lives
1033,1065,2019-06-27,https://www.tribuneindia.com/news/punjab/farmers-in-doaba-unsure-of-sowing-water-guzzling-paddy/793506.html,"ush({ });  satnam singh sahni, a farmer from kapurthala district, said he had sown paddy over 10 acres, out of which 4 acres were damaged because of excessive heat",lives
1034,1066,2019-06-18,https://www.tribuneindia.com/news/punjab/pre-monsoon-showers-elude-region-punjab-worst-hit/789367.html,"faridkot, with a deficiency of 29 per cent, is the least affected",lives
1035,1067,2019-06-08,https://www.tribuneindia.com/news/punjab/villagers-claim-crop-damage-by-swelling-sutlej-admn-denies/784817.html,"sanghera village sarpanch balkar singh along with other residents claimed that paddy nurseries, fodder and mint crops on more than 750 acres had been damaged in six villages",lives
1036,1068,2019-02-16,https://www.tribuneindia.com/news/punjab/work-on-bridge-for-island-villages-to-begin-today/729611.html,"deepkamal kaur tribune news service jalandhar, february 15 set to provide a major relief to the residents of 16 island villages falling in the mand area of sultanpur lodhi, the work to construct a permanent bridge to connect them to the mainland is set to start on saturday",lives
1037,1069,2019-02-16,https://www.tribuneindia.com/news/punjab/work-on-bridge-for-island-villages-to-begin-today/729611.html,the pwd will get the bridge constructed at a cost of rs 9.83 crore,lives
1038,1070,2018-12-15,https://www.tribuneindia.com/news/punjab/sukhbir-guilty-of-misleading-house-report/698597.html,the report said the five-member committee took help of the home department and the police to check cctv footage as regards any entry of daduwal’s vehicle into the official residence of the chief minister,lives
1039,1071,2018-12-14,https://www.tribuneindia.com/news/punjab/2-day-session-day-1-11-minutes-at-rs-70-lakh/698206.html,"     the mlas will get rs 1,500 as daily allowance, travelling allowance at rs 15 per km, plus the fuel cost for security vehicles escorting them",lives
1040,1072,2018-12-14,https://www.tribuneindia.com/news/punjab/2-day-session-day-1-11-minutes-at-rs-70-lakh/698206.html, the per day cost of a house session works out at rs 70 lakh on an average,lives
1041,1073,2018-12-09,https://www.tribuneindia.com/news/punjab/pass-resolution-in-assembly-in-support-of-women-s-bill-rahul-to-capt/695907.html,"while the opponents of the bill have cast doubts on the ability of women to affect change, the leadership role taken by women after the 73rd and 73th constitutional amendments have proved the detractors wrong,"" he said in his letter",lives
1042,1074,2018-11-12,https://www.tribuneindia.com/news/punjab/each-year-paddy-farce-only-grows-worse/681459.html,"punjab is paying more than rs 200 crore every month to the centre towards what has been declared as dues (plus interest) on account of ‘missing paddy’, mostly procured during sad-bjp rule",lives
1043,1075,2018-09-26,https://www.tribuneindia.com/news/punjab/govt-tells-farmers-to-drain-out-excess-water-from-fields/658871.html,"kulwinder sandhu tribune news service moga, september 25  the state agriculture department has advised farmers to drain out excess water from low-lying areas which got stagnated due to heavy rains in the past few days to prevent damage to cotton, paddy, maize and horticultural crops",lives
1044,1076,2018-09-26,https://www.tribuneindia.com/news/punjab/govt-tells-farmers-to-drain-out-excess-water-from-fields/658871.html,"the farmers who had gone for early planting of paddy may suffer losses but overall, it will be beneficial for those who opted for late planting as per the government’s schedule",lives
1045,1077,2018-09-25,https://www.tribuneindia.com/news/punjab/state-in-excess-rainfall-category-now/658397.html," in just two days between saturday and monday morning, the state received 110 mm rain, which helped it recover from deficient monsoon category",lives
1046,1078,2018-09-14,https://www.tribuneindia.com/news/punjab/outlet-blocked-village-turns-pond/652677.html,"ush({ });  nearly 60 per cent of the households are affected by the scourge of water which, in turn, leads to various vector-borne diseases",lives
1047,1079,2018-09-14,https://www.tribuneindia.com/news/punjab/outlet-blocked-village-turns-pond/652677.html," irked with no response from the administration, the villagers collected rs 3,000 and drained out water from the streets with the help of a diesel pump",lives
1048,1080,2018-08-03,https://www.tribuneindia.com/news/punjab/3-diarrhoea-cases-reported-in-moga/631305.html,"moga, august 2  at least three patients affected with diarrhoea have been admitted to the district hospital here",lives
